masked_dep_acct_num,masked_bank_num,masked_account_type,masked_id,masked_product_code,bucket_days_since_open,number_of_owners,total_deposit_amount,item_amt,deposit_dt,channel,relationship_balance,oao_flg,onus_ind,treasury_check_ind,heloc_ind,rdis,max_deposit_amount30d,total_deposit_item_count,prevtran1,prevtran2,prevtran3,prevtran4,prevtran5,prevtran6,prevtran7,prevtran8,prevtran9,prevtran10,prevtrandate1,prevtrandate2,prevtrandate3,prevtrandate4,prevtrandate5,prevtrandate6,prevtrandate7,prevtrandate8,prevtrandate9,prevtrandate10,drawee_sum,drawee_cnt,drawee_avg,drawee_max,drawee_min,RDI_DT,RETURN_REASON,return_target,over_draft_amount,month_num
1675,0,0,30700,0,5000+,1,100.56,100.01,2024-04-08,TELLER,29669,N,T,N,N,7.0,3767.13,1,100.0,287.64,,,,,,,,,14.0,34.0,,,,,,,,,,,,,,2024-04-15,10.0,1,0,4
17424,3,0,8360,1,5000+,0,2931.4,1247.74,2024-10-23,TELLER,79615,N,F,N,N,,2792.05,1,858.15,100.0,1552.68,370.68,884.63,343.35,6080.09,1793.56,1088.29,449.86,0.0,8.0,20.0,24.0,27.0,31.0,33.0,36.0,45.0,70.0,,,,,,,,0,0,10
23105,1,0,31365,1,1000-2000,1,479.16,100.01,2024-03-24,TELLER,3203,N,F,N,N,,255.82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
102,0,2,10320,1,5000+,1,134.19,134.19,2024-03-11,TELLER,22348,N,F,N,N,,134.19,4,866.98,5665.63,100.0,973.82,329.17,418.71,504.62,100.0,100.0,100.0,7.0,21.0,35.0,62.0,78.0,79.0,95.0,111.0,113.0,130.0,,,,,,2024-04-08,1.0,1,0,3
21075,0,0,24757,0,5000+,1,1759.37,1118.94,2024-09-13,TELLER,10707,N,T,N,N,,2854.86,3,916.71,166.25,926.42,2192.14,845.32,167.62,973.61,,,,0.0,4.0,31.0,35.0,50.0,69.0,78.0,,,,,,,,,,,0,0,9
11856,0,0,24998,0,2000-5000,0,3816.8,3816.8,2024-09-03,TELLER,3481,N,F,N,N,,7575.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-07,9.0,1,0,9
5376,0,0,3699,2,5000+,1,1787.08,1787.08,2024-10-14,TELLER,1562,N,F,N,N,1.0,1787.08,1,3582.81,815.31,175.7,875.77,,,,,,,0.0,4.0,6.0,30.0,,,,,,,2205.51,1.0,2205.51,2205.51,2205.51,,,0,1,10
13685,0,0,18496,0,0-1000,1,135.52,135.52,2024-02-28,TELLER,7144,N,T,N,N,,456.68,2,111.33,1010.84,113.81,416.47,241.74,341.22,204.25,100.0,597.54,151.39,7.0,24.0,59.0,70.0,98.0,118.0,131.0,141.0,164.0,195.0,,,,,,2024-03-12,10.0,1,0,2
10119,0,0,14389,1,1000-2000,1,1581.54,1581.54,2024-05-31,TELLER,3777,N,F,N,N,0.0,1581.54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
2310,3,1,20342,1,5000+,2,3240.91,3240.91,2024-05-16,TELLER,7751,N,F,N,N,0.0,3240.91,1,5253.31,4461.71,,,,,,,,,28.0,42.0,,,,,,,,,,,,,,,,0,0,5
5108,0,0,9500,0,5000+,2,247.63,219.48,2024-04-05,TELLER,4217,N,F,N,N,,274.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4
19564,3,0,19917,2,2000-5000,2,1167.72,1167.72,2024-03-31,TELLER,2830,N,F,N,N,1.0,1327.06,1,911.82,225.25,326.27,579.91,,,,,,,7.0,11.0,12.0,28.0,,,,,,,,,,,,,,0,0,3
9836,0,0,19419,1,5000+,2,3567.28,2857.27,2024-11-11,TELLER,10331,N,F,N,N,,2857.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
9464,0,2,17254,1,1000-2000,3,1854.12,1854.12,2024-03-21,TELLER,1136,N,F,N,N,0.0,1854.12,2,625.31,1458.04,826.89,207.1,1052.46,439.95,1654.06,9603.05,,,0.0,16.0,18.0,19.0,27.0,74.0,75.0,80.0,,,,,,,,2024-03-30,1.0,1,0,3
671,0,1,16167,0,5000+,2,781.38,100.01,2024-07-29,TELLER,36046,N,T,N,N,,531.81,1,414.37,1240.53,136.09,584.26,523.5,100.0,1133.45,100.0,266.51,1796.99,0.0,8.0,31.0,43.0,57.0,75.0,86.0,118.0,121.0,129.0,1139.04,4.0,284.76,284.76,284.76,,,0,0,7
6608,0,0,28247,1,0-1000,0,674.01,291.01,2024-02-21,TELLER,1200,N,T,N,N,,291.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
2959,0,0,13605,2,5000+,0,535.19,501.58,2024-11-14,TELLER,11294,N,F,N,N,,501.58,1,561.25,1076.66,529.19,1760.01,130.57,139.89,330.0,520.73,755.35,,4.0,34.0,35.0,55.0,72.0,90.0,95.0,107.0,109.0,,,,,,,2024-12-03,1.0,1,0,11
10466,0,0,1079,1,5000+,2,584.33,584.33,2024-03-01,TELLER,14149,N,F,N,N,1.0,584.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-02,1.0,1,0,3
15852,0,0,19125,0,5000+,2,641.18,514.03,2024-03-08,TELLER,10760,N,F,N,N,,9754.03,1,744.74,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0,10,3
13162,0,0,197,0,0-1000,1,140.21,140.21,2024-03-08,TELLER,24611,N,F,N,N,2.0,567.98,1,463.22,100.0,100.0,1123.3,1090.64,100.0,165.07,204.62,100.0,109.96,0.0,7.0,8.0,22.0,28.0,32.0,53.0,68.0,71.0,101.0,4604.67,1.0,4604.67,4604.67,4604.67,2024-03-15,1.0,1,1,3
2090,0,1,119,0,5000+,2,69744.97,69744.97,2024-10-13,TELLER,18870,N,F,N,N,,69744.97,1,839.58,1901.17,,,,,,,,,5.0,41.0,,,,,,,,,,,,,,,,0,0,10
9976,0,0,9900,1,0-1000,0,306.21,306.21,2024-08-26,TELLER,42297,N,F,N,N,1.0,866.59,2,155.49,100.0,506.39,304.84,332.45,,,,,,0.0,43.0,50.0,60.0,62.0,,,,,,,,,,,,,0,0,8
911,0,1,1204,8,0-1000,1,1169.74,887.4,2024-11-17,TELLER,40664,N,F,N,N,2.0,887.4,2,814.71,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,0,0,11
11605,0,0,5444,6,5000+,1,388.18,388.18,2024-04-02,TELLER,16827,N,F,N,N,1.0,2711.4,1,286.55,,,,,,,,,,21.0,,,,,,,,,,,,,,,2024-04-18,10.0,1,0,4
20794,3,2,2636,1,1000-2000,2,1229.95,566.26,2024-04-17,TELLER,8482,N,F,N,N,,566.26,1,100.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,1,4
11901,0,0,3978,1,0-1000,2,228.02,100.01,2024-06-19,TELLER,6709,N,F,N,N,1.0,7357.26,7,202.18,465.82,320.89,669.63,100.0,364.13,887.89,168.41,369.39,172.35,21.0,48.0,75.0,81.0,87.0,106.0,107.0,123.0,128.0,137.0,,,,,,,,0,1,6
1348,3,1,9683,4,0-1000,1,1643.72,1643.72,2024-09-25,TELLER,29966,N,F,N,N,,9953.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9
7227,0,0,20130,9,0-1000,1,718.84,718.84,2024-08-25,TELLER,5205,N,F,N,N,0.0,718.84,2,204.77,4285.34,381.33,578.22,,,,,,,0.0,11.0,27.0,40.0,,,,,,,1762.29,1.0,1762.29,1762.29,1762.29,,,0,0,8
21226,0,0,16589,2,5000+,2,2076.92,1287.91,2024-04-12,TELLER,14787,N,T,N,N,1.0,1287.91,1,100.0,1838.29,489.58,,,,,,,,1.0,21.0,42.0,,,,,,,,1335.7,2.0,667.85,667.85,667.85,,,0,0,4
21917,0,0,4113,1,1000-2000,1,537.1,282.5,2024-10-05,TELLER,5173,N,T,N,N,,346.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-07,1.0,1,0,10
12148,0,1,10886,1,2000-5000,1,658.68,658.68,2024-10-24,TELLER,5809,N,F,N,N,,658.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28,1.0,1,0,10
6621,0,0,26693,0,2000-5000,1,826.6,826.6,2024-11-27,TELLER,95098,N,T,N,N,1.0,1315.39,3,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03,1.0,1,0,11
12663,0,2,3952,7,5000+,2,472.77,472.77,2024-05-05,TELLER,28392,N,F,N,N,1.0,2561.24,2,974.09,482.06,,,,,,,,,3.0,22.0,,,,,,,,,315.19,1.0,315.19,315.19,315.19,2024-05-09,1.0,1,0,5
14177,0,1,27504,0,2000-5000,3,695.05,695.05,2024-07-16,TELLER,34355,N,T,N,N,,695.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
6988,0,0,15252,5,5000+,2,1906.79,1906.79,2024-04-27,TELLER,50904,N,F,N,N,,1906.79,1,6086.43,1715.84,523.87,,,,,,,,7.0,11.0,16.0,,,,,,,,337.47,3.0,112.49,122.87,102.98,,,0,0,4
8127,0,1,14585,12,2000-5000,2,2937.75,662.75,2024-04-22,TELLER,8235,N,F,N,N,,742.71,3,824.53,5321.71,4823.05,100.0,,,,,,,21.0,33.0,45.0,48.0,,,,,,,,,,,,,,0,0,4
8733,0,2,520,1,5000+,0,3679.25,1896.82,2024-07-26,TELLER,6393,N,F,N,N,,1896.82,4,14492.54,,,,,,,,,,28.0,,,,,,,,,,7163.8,2.0,3581.9,3581.9,3581.9,,,0,18,7
11057,0,0,8259,1,5000+,0,2684.31,1619.53,2024-02-19,TELLER,12154,N,F,N,N,,2925.74,1,1070.17,771.36,4095.3,1416.98,1259.64,601.37,7838.42,546.35,11506.13,2762.48,0.0,18.0,20.0,23.0,30.0,48.0,57.0,67.0,71.0,88.0,253.49,1.0,253.49,253.49,253.49,,,0,0,2
17540,0,0,592,0,2000-5000,2,796.56,105.49,2024-03-25,TELLER,1116,N,F,N,N,,2380.32,4,140.35,261.03,172.88,111.17,315.11,100.0,348.88,100.0,821.3,111.26,21.0,57.0,73.0,75.0,88.0,107.0,113.0,125.0,131.0,135.0,1578.06,3.0,526.02,526.02,526.02,,,0,0,3
12025,0,0,28569,5,5000+,1,5850.95,2552.85,2024-07-04,TELLER,32391,N,F,N,N,,2552.85,2,13630.46,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0,0,7
2393,6,0,25618,0,5000+,1,662.26,547.17,2024-07-02,TELLER,1671,N,F,N,N,0.0,1288.64,2,1245.79,104.99,100.0,402.4,498.5,,,,,,0.0,9.0,13.0,23.0,30.0,,,,,,,,,,,2024-07-04,1.0,1,0,7
5248,0,0,12829,1,0-1000,2,2031.24,1670.16,2024-09-02,TELLER,24334,N,T,N,N,2.0,1670.16,1,1778.65,405.6,1043.98,1720.49,423.12,2730.44,914.2,,,,1.0,11.0,27.0,39.0,42.0,66.0,78.0,,,,,,,,,2024-09-05,6.0,1,0,9
8182,0,0,23038,1,2000-5000,1,1748.67,884.71,2024-04-03,TELLER,38618,N,F,N,N,1.0,2650.83,1,1423.21,559.27,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,0,11,4
17156,0,0,21975,1,1000-2000,1,268.78,268.78,2024-10-17,TELLER,81891,N,F,N,N,,2550.76,1,628.67,218.67,3335.82,,,,,,,,14.0,47.0,57.0,,,,,,,,728.64,2.0,364.32,477.56,277.93,,,0,0,10
10673,0,0,8130,9,2000-5000,1,100.56,100.01,2024-09-16,TELLER,2618,N,F,N,N,2.0,811.82,4,1865.8,100.0,210.26,,,,,,,,28.0,36.0,59.0,,,,,,,,,,,,,2024-09-17,6.0,1,0,9
13897,0,0,23420,12,0-1000,1,15924.43,15924.43,2024-04-06,TELLER,8543,N,F,N,N,1.0,15924.43,4,1067.35,2405.01,894.14,,,,,,,,0.0,8.0,19.0,,,,,,,,3525.33,3.0,1175.11,1218.99,1132.81,2024-04-25,6.0,1,0,4
23046,0,0,28391,1,0-1000,1,276.13,276.13,2024-05-31,TELLER,7841,N,F,N,N,,947.3,1,212.66,109.95,364.2,372.08,505.97,100.0,100.0,206.04,579.33,,14.0,34.0,48.0,82.0,86.0,89.0,91.0,98.0,106.0,,,,,,,,,0,0,5
14399,0,0,12815,1,1000-2000,1,2079.76,456.15,2024-11-24,TELLER,10716,N,F,N,N,3.0,8243.17,1,356.51,425.09,2420.59,,,,,,,,1.0,41.0,53.0,,,,,,,,1185.2,1.0,1185.2,1185.2,1185.2,2024-11-27,6.0,1,0,11
9070,0,2,30881,1,5000+,1,145.75,145.75,2024-11-01,TELLER,8452,N,F,N,N,,766.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
1314,3,0,26951,6,5000+,1,584.23,196.83,2024-03-26,TELLER,2028,N,F,N,N,,3947.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
11209,0,0,28307,0,0-1000,0,542.54,542.54,2024-10-11,TELLER,2206,N,F,N,N,0.0,2606.36,1,347.04,423.01,568.06,621.49,,,,,,,1.0,6.0,16.0,61.0,,,,,,,,,,,,2024-10-26,10.0,1,0,10
21546,0,0,8659,1,5000+,1,1319.09,231.6,2024-03-31,TELLER,55573,N,F,N,N,,415.98,1,100.0,100.0,234.15,100.0,311.56,,,,,,7.0,12.0,20.0,23.0,31.0,,,,,,,,,,,,,0,0,3
19920,0,0,7298,1,5000+,0,344.32,344.32,2024-07-13,TELLER,25261,N,F,N,N,,532.0,1,,,,,,,,,,,,,,,,,,,,,159.4,1.0,159.4,159.4,159.4,2024-07-15,1.0,1,0,7
7261,1,0,12160,1,2000-5000,2,539.51,539.51,2024-09-30,TELLER,4506,N,F,N,N,0.0,6810.33,1,,,,,,,,,,,,,,,,,,,,,23985.4,5.0,4797.08,5473.67,4204.12,,,0,0,9
13082,0,0,5810,0,2000-5000,1,1937.47,1937.47,2024-10-23,TELLER,50717,N,F,N,N,1.0,1937.47,2,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-16,34.0,1,0,10
1148,0,0,7512,1,0-1000,1,1024.3,1024.3,2024-04-09,TELLER,2103,N,F,N,N,,1024.3,5,2698.23,796.33,339.65,,,,,,,,2.0,7.0,8.0,,,,,,,,,,,,,,,0,0,4
15937,0,0,29886,1,5000+,1,135.34,135.34,2024-04-08,TELLER,9098,N,F,N,N,,455.05,1,209.45,100.0,100.0,1094.32,416.33,358.28,263.02,100.0,206.9,,1.0,15.0,26.0,30.0,33.0,34.0,60.0,61.0,63.0,,,,,,,,,0,0,4
16889,0,0,16700,9,5000+,2,5070.3,2739.98,2024-09-10,TELLER,127551,N,F,N,N,2.0,6432.99,2,13564.54,1310.85,493.81,5147.72,5584.32,184.07,751.67,2730.49,4731.03,6606.24,3.0,8.0,12.0,56.0,65.0,66.0,77.0,87.0,91.0,103.0,,,,,,,,0,0,9
4384,6,0,13105,1,0-1000,1,282.26,282.26,2024-10-17,TELLER,2857,N,F,N,N,,2942.56,3,329.82,243.42,225.24,,,,,,,,0.0,19.0,27.0,,,,,,,,3281.04,6.0,546.84,546.84,546.84,,,0,0,10
8623,0,0,3739,0,0-1000,1,100.56,100.01,2024-09-29,TELLER,92099,N,F,N,N,,340.5,3,410.44,144.87,204.04,1110.28,504.08,258.85,,,,,7.0,12.0,19.0,35.0,36.0,41.0,,,,,,,,,,,,0,0,9
14829,0,0,21700,1,5000+,1,1151.56,835.24,2024-11-25,TELLER,-1626,N,F,N,N,,8611.12,1,818.2,636.65,805.22,,,,,,,,0.0,7.0,14.0,,,,,,,,,,,,,,,0,0,11
11193,1,0,5377,11,5000+,1,5824.61,4873.72,2024-02-19,TELLER,27292,N,F,N,N,,5850.6,3,1333.76,5536.44,349.79,1353.56,927.44,4423.69,475.14,2095.41,1130.64,8877.14,4.0,8.0,27.0,43.0,67.0,74.0,87.0,103.0,119.0,129.0,,,,,,,,0,0,2
13624,0,0,23313,5,0-1000,1,806.88,100.01,2024-02-26,TELLER,985,N,F,N,N,,3686.15,1,216.41,100.0,178.69,880.25,780.56,989.84,917.11,1464.47,100.0,511.2,21.0,35.0,58.0,61.0,96.0,103.0,128.0,135.0,155.0,177.0,299.34,1.0,299.34,299.34,299.34,,,0,0,2
21954,0,0,9174,1,5000+,1,3344.08,399.03,2024-11-28,TELLER,156172,N,T,N,N,,4184.54,2,297.2,211.66,580.98,400.88,1639.91,676.23,2009.95,147.15,,,21.0,39.0,41.0,54.0,61.0,88.0,90.0,108.0,,,,,,,,,,0,0,11
22167,0,0,5818,1,2000-5000,1,2267.16,2267.16,2024-06-20,TELLER,8434,N,F,N,N,0.0,2267.16,1,2080.65,497.33,184.1,2054.66,3345.77,158.5,581.77,3399.57,421.3,6361.41,4.0,56.0,57.0,58.0,69.0,84.0,87.0,100.0,114.0,115.0,,,,,,2024-07-02,6.0,1,0,6
1886,0,0,25913,1,5000+,1,993.65,753.17,2024-09-17,TELLER,7803,N,F,N,N,,753.17,1,3650.47,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0,0,9
3022,0,0,6356,1,5000+,1,138.04,138.04,2024-03-28,TELLER,18581,N,F,N,N,2.0,1644.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
9441,4,0,12055,1,5000+,0,1265.21,1248.31,2024-06-03,TELLER,7910,N,F,N,N,,1366.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
20925,0,1,7706,5,5000+,1,1398.19,1398.19,2024-11-29,TELLER,14363,N,F,N,N,,1602.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03,1.0,1,0,11
9135,0,0,20545,1,2000-5000,2,1908.6,845.05,2024-10-01,TELLER,15757,N,T,N,N,0.0,845.05,1,2243.87,,,,,,,,,,28.0,,,,,,,,,,2490.09,3.0,830.03,830.03,830.03,,,0,0,10
11914,0,0,5127,0,5000+,2,5020.99,5020.99,2024-10-15,TELLER,2680,N,F,N,N,7.0,7973.64,6,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-29,34.0,1,0,10
3080,0,2,2157,1,5000+,2,11087.98,11085.64,2024-07-03,TELLER,7333,N,T,N,N,,11085.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
20895,0,0,5754,1,2000-5000,2,1688.29,1688.29,2024-04-01,TELLER,209826,N,F,N,N,,1688.29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
13966,0,0,4146,1,2000-5000,2,1488.68,177.98,2024-11-19,TELLER,14488,N,F,N,N,,965.35,1,219.16,185.48,100.0,313.83,100.0,173.68,253.77,,,,28.0,37.0,46.0,55.0,67.0,74.0,78.0,,,,,,,,,,,0,17,11
3543,0,1,20107,0,2000-5000,1,1306.74,1162.09,2024-02-07,TELLER,6236,N,F,N,N,,11540.7,1,10381.95,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,0,0,2
9007,0,1,17106,0,5000+,0,706.84,706.84,2024-11-03,TELLER,20615,N,F,N,N,0.0,2105.51,1,365.77,4884.98,921.5,1912.95,3819.83,8708.8,229.87,286.73,784.45,1080.99,14.0,18.0,19.0,31.0,37.0,56.0,77.0,89.0,94.0,125.0,,,,,,2024-11-05,10.0,1,0,11
7519,1,0,19795,0,5000+,1,434.28,434.28,2024-04-18,TELLER,24813,N,F,N,N,,539.18,3,253.29,673.99,285.05,744.5,100.0,870.42,100.0,1293.1,860.64,242.37,2.0,16.0,22.0,23.0,30.0,56.0,57.0,67.0,79.0,81.0,15103.66,2.0,7551.83,7551.83,7551.83,,,0,0,4
18089,0,0,16877,1,5000+,1,503.99,503.99,2024-11-27,TELLER,37796,N,F,N,N,1.0,503.99,2,212.53,184.51,117.5,,,,,,,,7.0,11.0,31.0,,,,,,,,,,,,,2024-12-02,16.0,1,0,11
20923,0,0,15959,1,0-1000,2,459.64,100.01,2024-03-13,TELLER,3937,N,F,N,N,2.0,2316.98,1,402.01,100.0,302.25,2630.71,112.16,276.6,394.48,564.93,128.76,212.33,4.0,20.0,34.0,53.0,58.0,78.0,85.0,108.0,116.0,123.0,,,,,,2024-03-14,2.0,1,0,3
6300,0,0,3492,0,0-1000,1,1545.39,881.41,2024-02-15,TELLER,63193,N,F,N,N,7.0,881.41,1,191.49,13795.0,497.61,1529.36,454.89,,,,,,0.0,19.0,27.0,31.0,35.0,,,,,,,,,,,2024-02-27,10.0,1,0,2
1761,3,0,1593,5,5000+,1,554.11,554.11,2024-02-26,TELLER,19051,N,T,N,N,,685.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
6123,0,0,21604,1,5000+,1,735.45,100.01,2024-05-15,TELLER,13826,N,F,N,N,,4102.1,1,179.54,,,,,,,,,,4.0,,,,,,,,,,,,,,,2024-05-30,1.0,1,0,5
4307,0,1,15094,0,5000+,1,1716.75,251.57,2024-10-18,TELLER,3268,N,F,N,N,,783.34,2,5303.62,443.79,100.0,100.0,113.21,207.15,100.0,,,,7.0,39.0,54.0,59.0,81.0,94.0,100.0,,,,2545.94,2.0,1272.97,1299.33,1247.14,,,0,0,10
1463,0,0,21250,0,0-1000,1,1156.78,100.01,2024-07-21,TELLER,21797,N,F,N,N,,160.86,2,693.66,293.28,,,,,,,,,0.0,17.0,,,,,,,,,,,,,,2024-07-25,12.0,1,0,7
15494,0,0,22055,1,5000+,1,2719.44,2719.44,2024-05-09,TELLER,4030,N,F,N,N,0.0,2719.44,4,263.39,6138.86,11307.71,3093.48,7415.45,3683.01,11275.18,1885.62,4206.3,716.39,28.0,43.0,59.0,80.0,96.0,114.0,122.0,127.0,132.0,133.0,,,,,,,,0,0,5
20590,0,0,5259,0,5000+,1,9022.3,8678.32,2024-04-24,TELLER,2238,N,T,N,N,0.0,8678.32,1,554.64,2355.44,11379.61,889.62,18348.28,5002.9,913.13,1518.43,384.48,6101.04,7.0,16.0,49.0,76.0,78.0,81.0,87.0,100.0,113.0,133.0,,,,,,2024-04-30,10.0,1,0,4
15411,0,0,3199,0,5000+,1,793.54,793.54,2024-02-27,TELLER,20131,N,F,N,N,,1047.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-28,1.0,1,0,2
21070,0,0,7153,1,0-1000,2,1874.76,742.74,2024-11-10,TELLER,5512,N,F,N,N,,742.74,1,1582.99,286.01,534.06,549.88,1676.39,588.85,389.08,401.35,954.47,630.21,0.0,8.0,9.0,30.0,45.0,49.0,58.0,78.0,100.0,108.0,,,,,,,,0,0,11
16952,0,0,30747,0,1000-2000,2,142.39,142.39,2024-07-22,TELLER,3578,N,F,N,N,1.0,2451.62,1,100.0,111.32,322.75,,,,,,,,0.0,14.0,16.0,,,,,,,,1039.82,1.0,1039.82,1039.82,1039.82,2024-07-27,1.0,1,0,7
4162,0,0,2230,17,5000+,2,3647.49,1876.92,2024-10-09,TELLER,560,N,T,N,N,,1876.92,1,380.43,2500.48,133.89,2787.81,2406.55,2616.4,231.48,2014.22,974.56,1908.84,2.0,8.0,13.0,19.0,21.0,43.0,48.0,72.0,73.0,87.0,,,,,,,,0,0,10
18235,0,0,5634,1,2000-5000,2,1576.33,186.52,2024-04-07,TELLER,11307,N,F,N,N,,630.59,1,287.35,663.46,100.0,100.0,166.91,566.25,266.12,100.0,,,1.0,5.0,7.0,15.0,26.0,33.0,44.0,55.0,,,6644.64,3.0,2214.88,3145.64,1559.52,,,0,0,4
3425,1,0,22511,1,5000+,1,285.65,285.65,2024-11-13,TELLER,2752,N,F,N,N,,868.02,2,100.0,825.03,574.74,205.82,1212.39,816.57,100.0,636.48,100.0,1146.97,3.0,4.0,7.0,10.0,20.0,27.0,46.0,62.0,87.0,95.0,,,,,,,,0,0,11
7137,1,0,22169,2,5000+,2,100.56,100.01,2024-04-23,TELLER,6167,N,F,N,N,,1227.31,1,,,,,,,,,,,,,,,,,,,,,2833.92,6.0,472.32,959.23,232.57,,,0,0,4
10429,2,0,12078,1,5000+,2,727.87,727.87,2024-04-02,TELLER,18495,N,F,N,N,,727.87,2,102.66,25816.35,100.0,1206.05,826.81,2648.03,673.88,800.24,456.55,765.79,21.0,23.0,31.0,68.0,77.0,87.0,89.0,104.0,110.0,132.0,,,,,,,,0,0,4
24296,0,0,19884,4,5000+,1,26246.08,24504.18,2024-08-04,TELLER,3444,N,F,N,N,,24504.18,1,5231.62,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,0,0,8
19940,0,0,29683,1,5000+,1,100.56,100.01,2024-03-13,TELLER,7119,N,F,N,N,,100.01,1,,,,,,,,,,,,,,,,,,,,,270.08,1.0,270.08,270.08,270.08,,,0,3,3
16183,1,0,7191,1,5000+,1,129.35,129.35,2024-09-16,TELLER,19365,N,F,N,N,,1433.88,1,779.21,143.47,252.75,,,,,,,,14.0,22.0,23.0,,,,,,,,,,,,,,,0,0,9
15881,0,0,6674,1,0-1000,2,6060.22,6060.22,2024-11-13,TELLER,11703,N,F,N,N,,6060.22,2,526.8,8258.95,3083.59,100.0,3194.82,7921.07,17192.75,8605.79,,,7.0,24.0,56.0,63.0,78.0,92.0,97.0,115.0,,,,,,,,,,0,0,11
9018,3,4,20253,1,5000+,1,2713.9,2005.57,2024-08-08,TELLER,7558,N,F,N,N,0.0,2005.57,1,,,,,,,,,,,,,,,,,,,,,409.3,2.0,204.65,309.06,135.51,,,0,0,8
15554,0,0,21869,0,0-1000,2,2350.53,1873.71,2024-09-17,TELLER,25560,N,F,N,N,,3511.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9
19009,0,0,18655,5,0-1000,1,144.91,100.01,2024-06-14,TELLER,3168,N,F,N,N,,2250.25,3,259.24,100.0,837.22,167.93,177.74,892.38,351.36,,,,14.0,27.0,37.0,45.0,48.0,79.0,93.0,,,,1586.27,1.0,1586.27,1586.27,1586.27,,,0,0,6
15592,0,0,12887,1,2000-5000,2,911.77,911.77,2024-07-11,TELLER,108,N,F,N,N,3.0,3147.44,1,440.88,614.42,288.36,707.0,498.07,1834.28,1164.22,822.26,266.11,2729.19,28.0,42.0,48.0,60.0,63.0,71.0,83.0,111.0,117.0,132.0,5761.14,2.0,2880.57,3063.18,2708.85,2024-07-14,6.0,1,0,7
23954,0,0,7594,21,5000+,1,3130.12,1388.46,2024-04-08,TELLER,1386,N,F,N,N,1.0,1388.46,2,365.8,1221.09,226.46,184.74,1145.49,1181.79,158.75,1798.74,2480.4,7771.87,21.0,23.0,27.0,37.0,49.0,66.0,74.0,91.0,110.0,127.0,,,,,,,,0,0,4
8685,0,0,18871,0,2000-5000,2,1981.72,1981.72,2024-06-11,TELLER,43513,N,T,N,N,,1981.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
21293,0,0,26289,1,5000+,1,597.08,597.08,2024-08-02,TELLER,36009,N,F,N,N,0.0,4211.15,1,175.57,,,,,,,,,,28.0,,,,,,,,,,2556.21,3.0,852.07,852.07,852.07,,,0,0,8
18033,0,0,24664,0,0-1000,1,1100.49,798.17,2024-05-23,TELLER,35531,N,T,N,N,,798.17,2,,,,,,,,,,,,,,,,,,,,,9134.18,2.0,4567.09,4567.09,4567.09,,,0,1,5
10653,0,0,7018,8,5000+,2,947.06,947.06,2024-08-27,TELLER,6547,N,F,N,N,,947.06,2,2675.5,,,,,,,,,,0.0,,,,,,,,,,3086.84,2.0,1543.42,1707.06,1395.47,,,0,0,8
9259,0,0,10608,4,5000+,2,6220.71,5794.33,2024-06-27,TELLER,264,N,F,N,N,,5794.33,1,10955.74,4758.23,2904.17,11392.82,2593.19,,,,,,2.0,16.0,45.0,51.0,57.0,,,,,,,,,,,,,0,0,6
